IR 1_log,IR 2_log,IR 3_log,IR 4_log,IR 5_log,IR 6_log,IR 7_log,IR 8_log,IR 9_log,IR 10_log,gerakan
0.43775604182497574,0.6833052355005202,0.893555095471627,0.8407338914267024,0.9126486946080788,0.9157183961990573,0.788691731844632,0.2775327121556091,0.0,0.5442449943882375,1
0.8866168710023897,0.8724165601573397,0.8460135913464158,0.863153530291166,0.8902127337149714,0.9119588293655584,0.9136634625278862,0.8925792431670247,0.9155968364201442,0.9126995088580859,3
0.5652100945897104,0.8145463197905131,0.6720093607134765,0.5299181206582586,0.6880133626947043,0.0,0.6492901806776298,0.0,0.35638543140247264,0.5840700899932043,1
0.0,0.0,0.6575056752813447,0.4791226224120549,0.7212864871260182,0.5499587879786323,0.23128182887603801,0.0,0.0,0.0,3
0.5137320810794346,0.4541625379167044,0.5801539156756618,0.8407338914267024,0.6611792987553401,0.41944621143342004,0.5931549784909168,0.0,0.0,0.0,3
0.0,0.0,0.2482510045236794,0.0,0.8941797633063368,0.8917919666878138,0.5498595388000916,0.0,0.0,0.0,2
0.28963773745126703,0.41115996868234356,0.4541709429668202,0.6569317246390378,0.906037577393666,0.8976857474934072,0.7857124638569114,0.0,0.0,0.8875383907449096,0
0.4579886512572598,0.39832916674679514,0.8734947877830668,0.6092186929708817,0.6227600715009688,0.0,0.5435631472666203,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.5842799369031737,0.40475890218056787,0.5729077916385981,0.0,0.0,0.0,2
0.5551036851906181,0.5555555555555556,0.8972720710317562,0.7439585337902582,0.6706382011449145,0.6348814508203761,0.6912181162055426,0.4423018410455363,0.4109636766051359,0.5442449943882375,1
0.8044885074184052,1.0,0.9619414351980404,0.9571710289653268,1.0,0.9793834995965615,0.8392509665603403,0.7923860031103541,0.8102041405874685,0.8290126816149266,3
0.935451377926208,0.8772019737008827,0.8823410544515611,0.9186953875341854,0.9441609212332351,0.9757754751770112,0.9879240117674098,0.9968358604075617,0.9989948055358262,0.9999999999999999,3
0.35518113127436657,0.39832916674679514,0.5610868311333408,0.3062317958447284,0.6258356932773094,0.1854430879145304,0.6235725177101978,0.0,0.9172290884228974,0.5986048055330302,0
0.0,0.0,0.10691588816652058,0.0,0.5333444531196789,0.0,0.788691731844632,0.8339721737729994,0.7281290573939271,0.8756016101745374,0
0.3722126480018763,0.3333333333333333,0.8797914588556319,0.44586848513164373,0.6227600715009688,0.0,0.5498595388000916,0.0,0.0,0.0,1
0.0,0.0,0.21383177633304115,0.0,0.5761556153629588,0.0,0.6559644536269764,0.8533679637920077,0.9155968364201442,0.9538917228993213,0
0.8635877929051142,0.8837995900429861,0.9000021780838047,0.8780933106133796,0.6347196783582684,0.0,0.5883188551316316,0.0,0.0,0.3670328560884907,1
0.9554796812386979,0.8991952378799836,0.8685976456267759,0.863153530291166,0.9131459934298592,0.9373261004943513,0.9570585942287191,0.9354825557595909,0.9400128265774468,0.9376385380577974,3
0.46722830308845026,0.4802142327652625,0.47678409222447116,0.41531376244561735,0.6611792987553401,0.41944621143342004,0.615432631466159,0.0,0.11879514380082422,0.4631438988890792,2
0.5327716969115498,0.4541625379167044,0.5345794408326029,0.5549504517325325,0.9170691548488991,0.886571007001222,0.6964321209807031,0.49841793020378083,0.8102041405874685,0.979483535560308,2
0.43775604182497574,0.4230394357841783,0.8882934465959229,0.568257418038425,0.5957347735575445,0.0,0.6195522129632771,0.0,0.0,0.4408383007640713,1
0.3145561792949021,0.3333333333333333,0.5193953527901419,0.2819727931682152,0.651119439345578,0.0,0.90284966252891,0.8651835960847686,0.0,0.45236313574580156,0
0.3361415154422513,0.4541625379167044,0.8641101430505421,0.8624991758670505,0.885553881831578,0.8329272235821076,0.5931549784909168,0.0,0.0,0.2315719494445396,3
0.3145561792949021,0.39832916674679514,0.556973333448289,0.42617130946349513,0.6288527282045919,0.0,0.5833383487483772,0.0,0.0,0.2315719494445396,2
0.3361415154422513,0.41115996868234356,0.4902053379747937,0.41531376244561735,0.6587235977101714,0.3510046852783344,0.8998435528431532,0.8151943933981025,0.0,0.2993024027665151,0
0.4481886872563351,0.5283208335737187,0.513982621223483,0.4548636197355416,0.6940672031882021,0.0,0.611208745761965,0.11952683322395147,0.0,0.3473579241668094,2
0.506852323701973,0.6452616580064006,0.8848491913665121,0.3062317958447284,0.5957347735575445,0.0,0.440286004776834,0.0,0.0,0.0,1
0.26016547618779245,0.3333333333333333,0.41770867799891137,0.3272458998026665,0.9075878952647614,0.8926466397690734,0.8904858905806773,0.0,0.0,0.38463268242382603,0
0.28963773745126703,0.7563727691175115,0.8823410544515611,0.8306275248912347,0.897502742765021,0.5217604639400126,0.5302092562474209,0.0,0.0,0.0,3
0.506852323701973,0.39832916674679514,0.7278143975565242,0.6218151749446468,0.7697434736760028,0.731017276832704,0.5931549784909168,0.2775327121556091,0.11879514380082422,0.1157859747222698,1
0.0,0.1761069445245729,0.2482510045236794,0.0,0.6164236447690477,0.0,0.49123422212103646,0.0,0.0,0.7758169438327771,2
0.3876195289525272,0.31192832467306714,0.4276635526660823,0.17289082656732638,0.6318133666404037,0.0,0.6274982182165435,0.8380297908541983,0.9028327389613506,0.6501046520836029,0
0.28963773745126703,0.3843812909596997,0.4370147200199298,0.3062317958447284,0.8242602493768045,0.8765585127429042,0.9644278806094934,0.8651835960847686,0.8822041894378283,0.47327086921522893,0
0.0,0.2579920105430403,0.4370147200199298,0.3272458998026665,0.6164236447690477,0.0,0.5883188551316316,0.0,0.0,0.32505232604180145,3
0.0,0.0,0.0,0.6059054756003694,0.6064167673114845,0.0,0.7811413676761296,0.5406870354998382,0.0,0.0,2
0.3876195289525272,0.0,0.4276635526660823,0.5243957290465061,0.9131459934298592,0.8883293309518526,0.8904858905806773,0.5077413234468062,0.8505579450479883,0.9549943265826927,2
